node,java,backend,benchmark,score_ns_op,score_error_ns_op,confidence_low_ns_op,confidence_high_ns_op,jdk_version,vm_name,vm_version,warmup_iterations,measurement_iterations,measurement_time,threads,forks,raw_samples,overhead_ns_op,overhead_error_ns_op,score_multiplier,overhead_multiplier
26.1.2-spigot,25,instrumentation,leadTrail,225.97158594191828,47.252745257919145,178.71884068399913,273.2243311998374,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[245.08631676968207,211.09712529692337,228.06199551421386,252.68330357538701,199.38314317496136,240.1918289710221,205.2973882912384]]",225.49620416168585,47.252825326042874,475.34759500341033,474.34759500341033
26.1.2-spigot,25,instrumentation,predicateTrue,90.30831562842991,12.188638338304498,78.11967729012541,102.49695396673441,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[93.97782163964663,90.43728183445592,88.02922700633795,97.77214844899216,82.4737407248782,85.30103416205206,94.1669555826464]]",89.8329338481975,12.188948741614453,189.97008169786815,188.97008169786818
26.1.2-spigot,25,instrumentation,siteInvoke,145.26945084587652,15.631854934426297,129.63759591145023,160.9013057803028,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[145.3702181431116,147.76449352429572,141.64957490146642,135.39523883200903,154.9856371657629,139.65191243390865,152.06908092058134]]",144.7940690656441,15.632096966647376,305.5848096972795,304.58480969727947
26.1.2-spigot,25,instrumentation,spliceProceed,118.50944783018319,7.071861706060865,111.43758612412233,125.58130953624405,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[114.96870364672547,117.2840640437327,116.45888817719045,122.28445954667446,121.08067244867384,121.90219865726067,115.58714829102485]]",118.03406604995078,7.072396685238209,249.29320549946968,248.29320549946968
26.1.2-spigot,25,jvmti,baseline,0.49157879555855477,0.1084228757523742,0.3831559198061806,0.600001671310929,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[0.41730069462537006,0.5641354827031788,0.5293615499917675,0.4563088549792729,0.48731075638151344,0.478696389334811,0.5079378408939694]]",0.0,0.1533331013605006,1.0,0.0
26.1.2-spigot,25,jvmti,lead,84.72836924916116,8.429914590930652,76.29845465823051,93.15828384009181,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[82.83283285768697,89.38157522620645,80.90466742901475,86.10921373008618,87.56271922972152,79.32675393138126,86.98082234003098]]",84.23679045360261,8.430611812340308,172.3596908871727,171.3596908871727
26.1.2-spigot,25,jvmti,leadTrail,243.60167810483566,40.3137442109463,203.28793389388937,283.91542231578194,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[219.58185318119695,244.60819236153455,221.40718833599087,260.895286751211,263.8320932623277,254.99156553889608,239.89556730269265]]",243.1100993092771,40.313890011081696,495.5496052836129,494.5496052836129
26.1.2-spigot,25,jvmti,predicateTrue,101.74909484691837,6.033697220039064,95.71539762687931,107.78279206695743,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[101.21339341396504,97.99479523085165,103.9792177220414,104.49872557970302,98.56025540529077,104.19344769643858,101.80382888013798]]",101.25751605135981,6.034671297021367,206.9843039737023,205.9843039737023
26.1.2-spigot,25,jvmti,siteInvoke,138.38140006299903,34.47976511305043,103.9016349499486,172.86116517604947,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[162.73923856872022,129.23060046949388,132.91594108948857,153.90173232986703,118.59537722025873,130.54628659835458,140.7406241648102]]",137.88982126744048,34.47993558246761,281.50400569203487,280.50400569203487
26.1.2-spigot,25,jvmti,spliceProceed,117.96448087270849,28.409399700195056,89.55508117251344,146.37388057290354,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[119.87560808126517,109.06169749813303,140.072634173404,105.81684025285543,129.36492864581345,111.8319930264426,109.7276644310457]]",117.47290207714994,28.40960659434462,239.97064547642202,238.97064547642205
26.2-paper,25,instrumentation,baseline,0.46374501012583424,0.06292914251419737,0.4008158676116369,0.5266741526400316,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[0.4308429585612522,0.4695316198692266,0.5070176907032783,0.45425490961750814,0.4698633767673944,0.4846138373108673,0.4300906780513129]]",0.0,0.08899524681208726,1.0,0.0
26.2-paper,25,instrumentation,lead,89.26809349319875,6.766853508653722,82.50123998454502,96.03494700185247,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[91.41925771015059,88.37770391784608,86.96142542024928,92.88292633377128,84.56731417768175,88.60408758224514,92.06393931044711]]",88.80434848307291,6.767146110773489,192.49391701050632,191.49391701050632
26.2-paper,25,instrumentation,leadTrail,236.8051173382697,13.155486659326575,223.6496306789431,249.96060399759628,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[235.31837767209078,233.14759662517454,242.56907883250759,238.482629804162,231.1415288231078,230.89408656360905,246.08252304723632]]",236.34137232814385,13.155637168936252,510.63647514830217,509.6364751483021
26.2-paper,25,instrumentation,predicateTrue,99.79385717272054,6.862421657183293,92.93143551553725,106.65627882990383,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[101.46121372106481,99.77961512672978,95.52499110058541,96.98506731206972,104.92916019221795,99.49252588050503,100.38442687587116]]",99.3301121625947,6.862710184610441,215.19122576788936,214.19122576788936
26.2-paper,25,instrumentation,siteInvoke,168.7697285228716,8.121061351234536,160.64866717163704,176.89078987410613,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[174.32190400084644,171.21329575099088,166.2413279942526,164.99530670008795,170.4342594067304,169.55749682531209,164.62450898188044]]",168.30598351274574,8.121305162810524,363.92785871071044,362.92785871071044
26.2-paper,25,instrumentation,spliceProceed,137.4783362723217,15.275890924317467,122.20244534800425,152.7542271966392,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[129.65494558700692,135.67538973008826,144.71505245449808,134.61876320235308,148.72177923792844,132.65948391008817,136.3029397842891]]",137.01459126219586,15.276020542295115,296.4524324154299,295.4524324154298
26.2-paper,25,jvmti,baseline,0.4679462712622056,0.05658961727989064,0.41135665398231497,0.5245358885420962,25.0.2,OpenJDK 64-Bit Server VM,25.0.2+10-LTS,3,7,500 ms,1,0,"[[0.49809731648426675,0.4520161978305282,0.44746577227906514,0.5024507845053356,0.4393797943972319,0.4581326149194462,0.4780814184195655]]",0.0,0.08002980424672419,1.0,0.0
